time,Piezo,Touch,Touch,Touch,Accel,Accel,Accel,Gyro,Gyro,Gyro,Temp
1409765601.02,128.0,980.0,1192.0,1087.0,0.0392,-2.4713,-9.3752,-0.0388,-0.0008,-0.0099,23.64
1409765601.04,130.0,987.0,1204.0,1082.0,0.0785,-2.3928,-9.2575,-0.0357,0.0008,0.0009,23.64
1409765601.05,146.0,993.0,1201.0,1088.0,0.1177,-2.432,-9.2967,-0.0418,0.0012,-0.0026,23.65
1409765601.06,140.0,992.0,1205.0,1083.0,0.0392,-2.432,-9.3359,-0.0385,0.0009,-0.0034,23.64
1409765601.08,137.0,988.0,1200.0,1073.0,0.0,-2.432,-9.2967,-0.035,0.0029,-0.0035,23.64
1409765601.09,131.0,992.0,1200.0,1082.0,0.0785,-2.3928,-9.3359,-0.0341,0.0029,-0.0014,23.64
1409765601.11,152.0,995.0,1192.0,1077.0,0.0392,-2.432,-9.3752,-0.0377,-0.0006,-0.005,23.64
1409765601.12,122.0,987.0,1196.0,1079.0,0.0392,-2.4713,-9.2575,-0.0386,0.0029,0.0,23.65
1409765601.14,138.0,982.0,1191.0,1076.0,-0.0392,-2.4713,-9.3752,-0.0394,0.0032,0.0018,23.65
1409765601.15,143.0,985.0,1203.0,1078.0,0.0785,-2.432,-9.2967,-0.0379,0.0029,-0.0026,23.64
1409765601.16,180.0,988.0,1208.0,1085.0,0.0392,-2.4713,-9.3359,-0.035,0.002,-0.0027,23.63
1409765601.18,121.0,995.0,1200.0,1078.0,0.1177,-2.432,-9.3752,-0.0357,0.0018,0.0031,23.64
1409765601.19,126.0,987.0,1203.0,1080.0,0.0785,-2.4713,-9.4144,-0.0376,-0.0003,-0.0075,23.64
1409765601.21,135.0,987.0,1181.0,1072.0,0.0,-2.4713,-9.3359,-0.0342,0.0003,-0.0058,23.65
1409765601.22,133.0,986.0,1190.0,1079.0,0.0392,-2.3928,-9.2967,-0.036,-0.0005,-0.006,23.65
1409765601.23,138.0,980.0,1203.0,1079.0,0.0,-2.432,-9.2967,-0.0348,-0.0005,-0.0032,23.63
1409765601.25,141.0,975.0,1188.0,1082.0,0.1177,-2.432,-9.3752,-0.036,0.0005,-0.0014,23.64
1409765601.26,144.0,982.0,1200.0,1080.0,0.0,-2.3928,-9.3752,-0.0411,0.0006,-0.0063,23.65
1409765601.28,123.0,995.0,1204.0,1066.0,0.0392,-2.4713,-9.3359,-0.0357,-0.0012,-0.0043,23.64
1409765601.29,145.0,983.0,1196.0,1082.0,0.0392,-2.432,-9.3359,-0.0386,0.0003,-0.0011,23.64
1409765601.3,160.0,980.0,1194.0,1082.0,0.0785,-2.432,-9.2575,-0.0379,0.0009,-0.0037,23.64
1409765601.32,135.0,985.0,1213.0,1079.0,0.1569,-2.432,-9.2967,-0.0376,0.0015,-0.0057,23.63
1409765601.33,141.0,992.0,1185.0,1075.0,0.0392,-2.4713,-9.3752,-0.0402,0.0002,-0.0079,23.64
1409765601.35,160.0,986.0,1207.0,1076.0,0.0785,-2.4713,-9.3359,-0.0374,0.0018,-0.0003,23.64
1409765601.36,125.0,988.0,1190.0,1082.0,0.0785,-2.432,-9.3359,-0.0368,0.002,-0.0026,23.64
1409765601.38,129.0,982.0,1196.0,1081.0,0.0392,-2.4713,-9.3752,-0.0333,-0.0011,-0.0046,23.64
1409765601.39,145.0,988.0,1193.0,1081.0,0.0785,-2.3928,-9.2575,-0.0382,0.0008,-0.0064,23.64
1409765601.4,140.0,980.0,1192.0,1085.0,0.1177,-2.432,-9.3752,-0.0365,0.0012,-0.0047,23.64
1409765601.42,131.0,981.0,1189.0,1077.0,0.0785,-2.4713,-9.2575,-0.0385,0.0005,-0.0081,23.64
1409765601.43,135.0,988.0,1199.0,1068.0,0.0392,-2.4713,-9.4536,-0.0382,-0.0023,-0.0067,23.64
1409765601.45,149.0,986.0,1191.0,1083.0,-0.0392,-2.3928,-9.2967,-0.0374,0.0017,0.0003,23.64
1409765601.46,132.0,987.0,1199.0,1082.0,0.1177,-2.3928,-9.2183,-0.038,0.0021,-0.002,23.65
1409765601.47,112.0,989.0,1202.0,1083.0,0.1177,-2.5105,-9.4144,-0.0321,0.0023,-0.0006,23.65
1409765601.49,150.0,986.0,1198.0,1077.0,0.0392,-2.5105,-9.4536,-0.0354,0.0015,-0.0014,23.64
1409765601.5,150.0,983.0,1202.0,1081.0,0.0,-2.432,-9.3359,-0.0363,0.0009,-0.0037,23.66
1409765601.52,138.0,995.0,1205.0,1079.0,0.0785,-2.432,-9.3752,-0.0373,0.0015,0.0009,23.64
1409765601.53,130.0,985.0,1195.0,1076.0,0.1177,-2.4713,-9.2967,-0.0345,-0.0002,-0.0026,23.63
1409765601.54,156.0,986.0,1203.0,1090.0,0.0392,-2.432,-9.4144,-0.0392,-0.0003,-0.0075,23.64
1409765601.56,120.0,989.0,1206.0,1086.0,0.0392,-2.432,-9.4144,-0.0374,-0.0011,-0.0032,23.64
1409765601.57,125.0,985.0,1203.0,1086.0,0.0,-2.4713,-9.2967,-0.0371,0.0005,-0.0061,23.64
1409765601.59,137.0,985.0,1199.0,1078.0,0.0,-2.3928,-9.2183,-0.0368,-0.0008,-0.0052,23.65
1409765601.6,149.0,983.0,1197.0,1081.0,-0.0392,-2.432,-9.3359,-0.0405,-0.0009,-0.0037,23.64
1409765601.61,132.0,988.0,1195.0,1084.0,0.0392,-2.432,-9.2183,-0.0389,-0.0012,-0.0046,23.64
1409765601.63,143.0,993.0,1207.0,1079.0,0.0392,-2.432,-9.3752,-0.0379,0.0003,-0.0012,23.65
1409765601.64,145.0,982.0,1195.0,1084.0,0.0785,-2.3928,-9.2967,-0.0382,0.0029,-0.0023,23.64
1409765601.66,136.0,987.0,1198.0,1084.0,0.0392,-2.4713,-9.2967,-0.0408,-0.0005,-0.0043,23.64
1409765601.67,131.0,988.0,1191.0,1074.0,0.0392,-2.4713,-9.2575,-0.035,0.0009,-0.0053,23.64
1409765601.68,162.0,989.0,1196.0,1076.0,0.0785,-2.4713,-9.3752,-0.0362,-0.0005,-0.0035,23.65
1409765601.7,120.0,985.0,1209.0,1084.0,0.0785,-2.5105,-9.2575,-0.0356,0.0003,-0.0031,23.64
1409765601.71,133.0,996.0,1206.0,1086.0,0.0,-2.3928,-9.3752,-0.0379,0.0009,-0.0032,23.64
1409765601.73,144.0,987.0,1205.0,1079.0,0.0,-2.3928,-9.2575,-0.0341,0.0003,-0.0031,23.64
1409765601.74,139.0,984.0,1193.0,1084.0,0.0392,-2.5105,-9.4928,-0.0357,-0.0003,-0.0058,23.64
1409765601.75,124.0,984.0,1202.0,1090.0,0.1177,-2.4713,-9.4144,-0.0376,-0.0008,-0.0038,23.64
1409765601.77,143.0,992.0,1207.0,1081.0,0.0392,-2.432,-9.3752,-0.0412,0.0026,-0.0055,23.64
1409765601.78,147.0,992.0,1200.0,1084.0,0.0785,-2.432,-9.3752,-0.0396,0.0027,-0.0023,23.64
1409765601.79,142.0,982.0,1199.0,1081.0,-0.0392,-2.4713,-9.2967,-0.0431,-0.0002,-0.007,23.64
1409765601.81,148.0,985.0,1206.0,1081.0,0.1177,-2.3928,-9.3359,-0.0412,0.002,-0.0058,23.65
1409765601.82,180.0,981.0,1200.0,1086.0,0.0392,-2.5105,-9.4144,-0.0336,0.0015,-0.004,23.64
1409765601.84,116.0,982.0,1209.0,1080.0,0.0392,-2.5105,-9.2967,-0.0371,0.0008,-0.0035,23.64
1409765601.85,161.0,982.0,1200.0,1081.0,0.0785,-2.4713,-9.3359,-0.0418,0.0024,-0.0017,23.66
1409765601.86,143.0,996.0,1192.0,1085.0,0.0392,-2.4713,-9.3359,-0.0388,0.0023,-0.0031,23.64
1409765601.88,127.0,993.0,1199.0,1078.0,0.0392,-2.432,-9.2967,-0.0379,-0.0011,-0.002,23.64
1409765601.89,140.0,991.0,1206.0,1080.0,0.0392,-2.432,-9.2575,-0.0348,0.0008,-0.0024,23.64
1409765601.9,163.0,993.0,1200.0,1088.0,0.0392,-2.432,-9.3752,-0.0353,0.0023,-0.0035,23.64
1409765601.92,149.0,990.0,1203.0,1081.0,0.0392,-2.4713,-9.3752,-0.0344,-0.0009,-0.0055,23.64
1409765601.93,85.0,988.0,1204.0,1092.0,0.1569,-2.5105,-9.2967,-0.0368,-0.0002,-0.0095,23.66
1409765601.95,154.0,991.0,1205.0,1087.0,0.0,-2.432,-9.2967,-0.0417,0.0026,-0.0015,23.64
1409765601.96,125.0,994.0,1213.0,1079.0,0.0,-2.4713,-9.3359,-0.0368,0.0011,-0.0038,23.65
1409765601.97,116.0,989.0,1207.0,1074.0,0.0,-2.432,-9.2575,-0.0406,0.0005,-0.0026,23.64
1409765601.99,144.0,977.0,1183.0,1079.0,0.0785,-2.4713,-9.3752,-0.0348,0.004,-0.0006,23.64
1409765602.0,156.0,986.0,1194.0,1083.0,0.0,-2.4713,-9.2967,-0.0394,-0.0008,-0.0063,23.64
1409765602.02,139.0,871.0,1538.0,785.0,0.0,-2.4713,-9.3752,-0.0386,0.0027,-0.0021,23.65
1409765602.03,139.0,985.0,1193.0,1085.0,0.0,-2.4713,-9.3359,-0.0383,0.0006,-0.0035,23.63
1409765602.04,155.0,988.0,1200.0,1090.0,0.0392,-2.4713,-9.3752,-0.0392,-0.0003,-0.0092,23.63
1409765602.06,119.0,989.0,1206.0,1078.0,0.0,-2.4713,-9.3359,-0.0382,0.0017,-0.002,23.65
1409765602.07,119.0,983.0,1195.0,1089.0,0.0392,-2.3928,-9.3752,-0.0386,0.0005,-0.0046,23.65
1409765602.09,158.0,982.0,1180.0,1082.0,0.0392,-2.3928,-9.3752,-0.0388,-0.0011,-0.0046,23.64
1409765602.1,133.0,989.0,1199.0,1085.0,0.0392,-2.4713,-9.3752,-0.037,0.0027,-0.0003,23.63
1409765602.11,135.0,982.0,1189.0,1077.0,0.0392,-2.432,-9.2967,-0.0357,0.0011,-0.0027,23.64
1409765602.13,133.0,991.0,1195.0,1082.0,0.0,-2.432,-9.3359,-0.0365,0.0012,0.0026,23.65
1409765602.14,172.0,988.0,1189.0,1086.0,0.0392,-2.3928,-9.3752,-0.0396,0.0014,0.0008,23.64
1409765602.16,133.0,988.0,1209.0,1083.0,0.0392,-2.4713,-9.3359,-0.0389,0.0017,-0.0031,23.65
1409765602.17,131.0,985.0,1206.0,1078.0,0.0,-2.4713,-9.3359,-0.038,0.0012,0.0029,23.64
1409765602.18,153.0,992.0,1194.0,1084.0,0.0392,-2.3928,-9.3752,-0.0409,0.0027,0.0034,23.64
1409765602.2,70.0,983.0,1190.0,1078.0,0.0392,-2.5105,-9.4144,-0.0377,0.0,-0.0002,23.64
1409765602.21,124.0,991.0,1197.0,1077.0,0.0392,-2.4713,-9.3752,-0.0362,-0.0014,-0.0034,23.64
1409765602.23,191.0,987.0,1193.0,1080.0,0.0392,-2.432,-9.3752,-0.0399,0.0003,-0.0046,23.64
1409765602.24,138.0,989.0,1191.0,1088.0,0.0785,-2.4713,-9.3359,-0.0345,0.0012,-0.0029,23.64
1409765602.26,124.0,990.0,1206.0,1073.0,0.0392,-2.4713,-9.2575,-0.0362,-0.0005,-0.0029,23.64
1409765602.27,161.0,986.0,1198.0,1078.0,0.0785,-2.432,-9.2967,-0.0764,0.002,0.0006,23.64
1409765602.28,151.0,996.0,1208.0,1083.0,0.0785,-2.432,-9.2967,-0.042,0.0021,0.0043,23.64
1409765602.3,143.0,985.0,1188.0,1083.0,0.0,-2.4713,-9.3359,-0.0402,-0.0009,-0.0061,23.64
1409765602.31,123.0,985.0,1191.0,1078.0,0.0,-2.4713,-9.3752,-0.0316,0.0015,-0.0031,23.63
1409765602.33,151.0,992.0,1196.0,1081.0,0.0392,-2.432,-9.2967,-0.0391,0.0035,-0.0005,23.65
1409765602.34,118.0,996.0,1197.0,1082.0,0.0392,-2.3928,-9.2575,-0.0389,0.0005,-0.0027,23.65
1409765602.35,121.0,992.0,1206.0,1080.0,0.0392,-2.432,-9.2575,-0.0356,0.0027,0.0009,23.65
1409765602.37,153.0,984.0,1200.0,1086.0,0.0,-2.4713,-9.4144,-0.0376,0.0008,-0.0031,23.64
1409765602.38,135.0,984.0,1200.0,1083.0,0.0785,-2.3928,-9.3359,-0.0354,0.0011,-0.0018,23.63
1409765602.4,121.0,988.0,1196.0,1084.0,0.0,-2.3928,-9.3359,-0.0351,0.0017,-0.0084,23.64
1409765602.41,135.0,992.0,1197.0,1066.0,0.0392,-2.3928,-9.2575,-0.0341,-0.0002,-0.0102,23.64
1409765602.42,166.0,981.0,1191.0,1085.0,0.0392,-2.4713,-9.3752,-0.0298,0.0,-0.0052,23.65
1409765602.44,153.0,992.0,1198.0,1087.0,0.0785,-2.3928,-9.3359,-0.0325,0.0006,-0.0052,23.64
1409765602.45,131.0,979.0,1186.0,1085.0,0.0785,-2.3928,-9.3359,-0.0362,-0.0002,-0.004,23.63
1409765602.47,158.0,976.0,1192.0,1081.0,0.0,-2.432,-9.2575,-0.0348,0.0003,-0.0046,23.64
1409765602.48,130.0,981.0,1200.0,1083.0,0.0785,-2.432,-9.2967,-0.0331,-0.0002,-0.0024,23.64
1409765602.49,148.0,994.0,1203.0,1079.0,0.0392,-2.4713,-9.2967,-0.037,-0.0018,-0.0064,23.64
1409765602.51,180.0,994.0,1196.0,1084.0,0.0785,-2.3928,-9.3359,-0.0756,0.0012,-0.0041,23.64
1409765602.52,136.0,981.0,1199.0,1091.0,-0.0392,-2.3928,-9.2967,-0.037,0.0006,-0.0047,23.64
1409765602.54,128.0,989.0,1208.0,1071.0,0.0392,-2.432,-9.2183,-0.0389,0.0005,-0.0058,23.64
1409765602.55,135.0,990.0,1202.0,1074.0,-0.0392,-2.432,-9.3359,-0.0356,0.0014,-0.0027,23.64
1409765602.56,162.0,985.0,1207.0,1086.0,-0.1177,-2.432,-9.3752,-0.0405,0.0012,-0.0015,23.65
1409765602.58,118.0,992.0,1195.0,1070.0,0.0,-2.4713,-9.3359,-0.0368,0.0006,0.0008,23.65
1409765602.59,139.0,992.0,1189.0,1089.0,0.0392,-2.3536,-9.2183,-0.0394,0.0021,-0.0063,23.64
1409765602.61,154.0,983.0,1189.0,1079.0,0.0,-2.432,-9.4536,-0.0345,0.0012,-0.0035,23.64
1409765602.62,127.0,1111.0,1192.0,1081.0,0.0,-2.432,-9.4144,-0.0348,0.0017,-0.0021,23.64
1409765602.64,107.0,988.0,1195.0,1086.0,0.0,-2.4713,-9.2967,-0.0342,0.0008,-0.0012,23.63
1409765602.65,142.0,988.0,1193.0,1065.0,0.0,-2.432,-9.2967,-0.0383,0.0008,-0.0035,23.66
1409765602.66,126.0,987.0,1202.0,1079.0,0.0785,-2.4713,-9.4144,-0.0367,-0.0002,-0.0015,23.65
1409765602.68,132.0,983.0,1193.0,1083.0,0.0392,-2.432,-9.2575,-0.036,0.0009,-0.0015,23.64
1409765602.69,142.0,980.0,1201.0,1084.0,0.0392,-2.4713,-9.3359,-0.0399,-0.0002,-0.0038,23.66
1409765602.7,146.0,981.0,1191.0,1085.0,0.0392,-2.4713,-9.3359,-0.0371,-0.0009,-0.0034,23.64
1409765602.72,125.0,989.0,1197.0,1091.0,0.0392,-2.4713,-9.3752,-0.0388,-0.0005,-0.0044,23.64
1409765602.73,122.0,984.0,1201.0,1073.0,0.0785,-2.5105,-9.2967,-0.0385,0.0009,-0.004,23.64
1409765602.75,148.0,990.0,1200.0,1075.0,0.0,-2.4713,-9.3359,-0.0353,0.0005,0.0003,23.65
1409765602.76,138.0,989.0,1206.0,1079.0,0.1177,-2.5105,-9.3359,-0.0342,-0.0003,-0.0012,23.65
1409765602.78,137.0,991.0,1202.0,1072.0,0.0392,-2.432,-9.3752,-0.0377,0.0017,-0.0034,23.65
1409765602.79,145.0,989.0,1193.0,1084.0,0.0392,-2.432,-9.2575,-0.0376,-0.0005,-0.0037,23.65
1409765602.8,148.0,981.0,1199.0,1081.0,0.0,-2.432,-9.2967,-0.0354,-0.0012,-0.0038,23.64
1409765602.82,128.0,984.0,1182.0,1067.0,0.0392,-2.3928,-9.4144,-0.0354,0.0014,-0.004,23.63
1409765602.83,132.0,984.0,1192.0,1083.0,0.1177,-2.4713,-9.2967,-0.0347,-0.0009,-0.0012,23.64
1409765602.85,139.0,992.0,1195.0,1076.0,0.0392,-2.432,-9.3359,-0.0365,-0.0002,-0.0003,23.64
1409765602.86,119.0,991.0,1206.0,1080.0,0.0392,-2.432,-9.3752,-0.0341,-0.0003,0.0,23.64
1409765602.87,107.0,991.0,1193.0,1071.0,0.0785,-2.432,-9.3752,-0.0399,-0.0002,-0.0024,23.66
1409765602.89,152.0,981.0,1191.0,1072.0,0.1177,-2.432,-9.2967,-0.0365,-0.0017,-0.0049,23.64
1409765602.9,145.0,984.0,1205.0,1076.0,0.0392,-2.4713,-9.4144,-0.0392,-0.0011,-0.0107,23.66
1409765602.92,134.0,977.0,1207.0,1072.0,0.0392,-2.4713,-9.3359,-0.0394,0.0031,-0.0024,23.64
1409765602.93,121.0,979.0,1206.0,1087.0,0.0,-2.4713,-9.3752,-0.0368,-0.0002,-0.0043,23.65
1409765602.94,169.0,990.0,1201.0,1086.0,0.1177,-2.432,-9.3359,-0.0379,0.0015,-0.0006,23.64
1409765602.96,134.0,993.0,1202.0,1084.0,0.0392,-2.432,-9.3752,-0.0354,-0.0006,-0.0021,23.66
1409765602.97,129.0,980.0,1194.0,1072.0,0.0392,-2.432,-9.3359,-0.0376,-0.0026,-0.005,23.64
1409765602.99,143.0,982.0,1199.0,1082.0,0.0785,-2.4713,-9.3359,-0.0389,0.0029,0.0021,23.64
1409765603.0,154.0,986.0,1194.0,1070.0,0.0,-2.4713,-9.3752,-0.0359,0.0008,-0.0011,23.64
1409765603.02,124.0,985.0,1208.0,1079.0,0.0392,-2.432,-9.3752,-0.036,0.0005,-0.0046,23.64
1409765603.03,166.0,989.0,1194.0,1081.0,0.0392,-2.432,-9.3752,-0.0411,0.0024,-0.0052,23.64
1409765603.04,147.0,990.0,1190.0,1070.0,0.0392,-2.432,-9.2967,-0.0388,0.0035,-0.0015,23.65
1409765603.06,156.0,989.0,1206.0,1070.0,-0.0392,-2.432,-9.2967,-0.0359,0.0037,0.0027,23.65
1409765603.07,129.0,995.0,1195.0,1075.0,-0.0392,-2.4713,-9.4144,-0.0342,0.0005,-0.0081,23.64
1409765603.09,163.0,989.0,1193.0,1083.0,-0.0392,-2.5497,-9.3359,-0.0348,-0.0012,-0.0041,23.66
1409765603.1,125.0,983.0,1203.0,1082.0,0.0392,-2.5105,-9.3752,-0.036,0.0002,-0.0044,23.64
1409765603.11,119.0,995.0,1199.0,1082.0,0.0,-2.432,-9.2967,-0.0376,-0.0011,-0.0093,23.64
1409765603.13,126.0,984.0,1200.0,1085.0,0.0,-2.3536,-9.3752,-0.0383,-0.002,-0.0075,23.64
1409765603.14,162.0,988.0,1188.0,1076.0,0.0785,-2.432,-9.3359,-0.0359,-0.0014,-0.0066,23.64
1409765603.16,134.0,981.0,1206.0,1081.0,0.0785,-2.3928,-9.3752,-0.0385,0.0012,-0.0089,23.64
1409765603.17,173.0,986.0,1209.0,1083.0,0.0,-2.432,-9.2967,-0.04,0.0008,-0.0018,23.64
1409765603.18,131.0,985.0,1204.0,1081.0,0.0,-2.432,-9.2967,-0.0348,-0.0014,-0.0066,23.66
1409765603.2,146.0,988.0,1197.0,1079.0,0.0,-2.4713,-9.3752,-0.0336,0.0017,-0.0029,23.64
1409765603.21,155.0,989.0,1198.0,1084.0,-0.0392,-2.4713,-9.2967,-0.0357,0.0009,-0.0031,23.63
1409765603.23,138.0,985.0,1203.0,1070.0,0.0392,-2.3928,-9.4144,-0.0373,-0.0002,-0.0075,23.64
1409765603.24,146.0,991.0,1189.0,1078.0,0.1177,-2.432,-9.3752,-0.0336,0.0011,-0.0066,23.65
1409765603.26,114.0,991.0,1204.0,1081.0,0.0,-2.3928,-9.3359,-0.0353,-0.0003,-0.009,23.63
1409765603.27,152.0,990.0,1204.0,1076.0,0.0785,-2.432,-9.2967,-0.0376,-0.0009,-0.0063,23.64
1409765603.28,149.0,994.0,1198.0,1083.0,0.0,-2.4713,-9.3359,-0.0377,0.0014,-0.0015,23.64
1409765603.3,129.0,992.0,1193.0,1083.0,0.0,-2.432,-9.2967,-0.0377,-0.0017,-0.0057,23.64
1409765603.31,131.0,986.0,1197.0,1079.0,0.0785,-2.432,-9.2575,-0.0376,0.0005,-0.0014,23.64
1409765603.32,181.0,984.0,1203.0,1085.0,0.0785,-2.4713,-9.3752,-0.0342,0.0027,-0.0026,23.66
1409765603.34,146.0,986.0,1200.0,1072.0,0.0392,-2.4713,-9.3752,-0.0394,-0.0003,-0.0034,23.63
1409765603.35,118.0,987.0,1206.0,1071.0,0.0392,-2.3928,-9.2967,-0.0365,0.0008,0.0011,23.64
1409765603.37,147.0,987.0,1194.0,1082.0,0.0392,-2.432,-9.3359,-0.037,0.0003,0.0,23.64
1409765603.38,151.0,990.0,1193.0,1085.0,0.0,-2.3928,-9.3752,-0.0353,-0.0021,-0.005,23.64
1409765603.39,132.0,990.0,1195.0,1085.0,0.0392,-2.3928,-9.3359,-0.0363,0.0012,-0.0021,23.66
1409765603.41,147.0,991.0,1205.0,1080.0,0.0392,-2.3928,-9.3752,-0.0363,0.0,0.0008,23.65
1409765603.42,126.0,984.0,1192.0,1079.0,0.0,-2.432,-9.3752,-0.0341,0.0023,-0.0002,23.64
1409765603.44,129.0,979.0,1191.0,1086.0,0.0,-2.432,-9.2967,-0.0363,0.0018,-0.006,23.64
1409765603.45,162.0,990.0,1198.0,1086.0,0.0392,-2.432,-9.3752,-0.0373,0.0009,-0.0043,23.64
1409765603.46,143.0,988.0,1193.0,1087.0,-0.0392,-2.4713,-9.2575,-0.0362,-0.0006,-0.002,23.64
1409765603.48,126.0,981.0,1192.0,1081.0,0.0785,-2.3928,-9.3359,-0.0359,-0.0027,-0.0081,23.64
1409765603.49,131.0,985.0,1201.0,1079.0,0.0392,-2.432,-9.3752,-0.0338,0.0002,-0.0049,23.64
1409765603.51,135.0,989.0,1187.0,1079.0,0.0785,-2.432,-9.3752,-0.0377,-0.0002,-0.0023,23.65
1409765603.52,147.0,987.0,1185.0,1074.0,0.0392,-2.3928,-9.3752,-0.0379,-0.0027,-0.0063,23.64
1409765603.53,105.0,991.0,1206.0,1080.0,0.0,-2.5105,-9.3359,-0.0391,0.0008,-0.0018,23.66
1409765603.55,126.0,987.0,1200.0,1085.0,0.0392,-2.432,-9.3359,-0.0365,0.0002,0.0008,23.64
1409765603.56,133.0,977.0,1190.0,1084.0,0.0392,-2.432,-9.3752,-0.037,-0.0002,-0.0026,23.65
1409765603.58,112.0,994.0,1213.0,1080.0,0.0392,-2.432,-9.3752,-0.0368,0.0008,-0.0024,23.64
1409765603.59,167.0,976.0,1194.0,1084.0,0.0392,-2.4713,-9.4144,-0.04,0.0005,-0.0046,23.64
1409765603.6,137.0,990.0,1205.0,1088.0,-0.0392,-2.4713,-9.3752,-0.0376,-0.0029,-0.005,23.66
1409765603.62,128.0,988.0,1199.0,1067.0,0.0392,-2.432,-9.2967,-0.0348,-0.0002,-0.0058,23.64
1409765603.63,124.0,990.0,1200.0,1084.0,0.0785,-2.4713,-9.4144,-0.0377,-0.0002,-0.0027,23.64
1409765603.65,141.0,986.0,1186.0,1088.0,0.0785,-2.3928,-9.3752,-0.0388,0.0023,-0.0027,23.63
1409765603.66,149.0,994.0,1195.0,1087.0,0.0392,-2.4713,-9.3752,-0.038,-0.0023,-0.0027,23.65
1409765603.67,122.0,989.0,1203.0,1082.0,0.0,-2.3928,-9.2575,-0.0359,-0.0002,-0.0032,23.66
1409765603.69,153.0,985.0,1203.0,1081.0,0.0785,-2.3928,-9.3359,-0.0356,0.0009,-0.0046,23.64
1409765603.7,165.0,981.0,1193.0,1083.0,0.0392,-2.432,-9.3359,-0.0359,-0.0017,-0.0044,23.65
1409765603.72,107.0,990.0,1202.0,1077.0,0.0392,-2.432,-9.2575,-0.0371,0.0,-0.0075,23.64
1409765603.73,147.0,984.0,1204.0,1087.0,0.0392,-2.3928,-9.3359,-0.0324,0.0014,-0.0031,23.64
1409765603.74,156.0,979.0,1191.0,1075.0,0.0392,-2.432,-9.3359,-0.0356,0.0009,-0.0078,23.65
1409765603.76,130.0,986.0,1203.0,1082.0,0.0392,-2.4713,-9.2967,-0.04,0.0014,-0.0023,23.65
1409765603.77,122.0,990.0,1207.0,1084.0,0.0392,-2.4713,-9.2575,-0.0392,0.0014,-0.0027,23.65
1409765603.79,148.0,984.0,1202.0,1079.0,0.0785,-2.3928,-9.3752,-0.0363,0.0005,-0.0003,23.64
1409765603.8,138.0,990.0,1201.0,1084.0,0.0,-2.3928,-9.4144,-0.0379,-0.0012,-0.0057,23.64
1409765603.82,118.0,982.0,1195.0,1072.0,0.0785,-2.4713,-9.2967,-0.0388,0.0011,-0.006,23.64
1409765603.83,145.0,980.0,1196.0,1074.0,0.0392,-2.3928,-9.3752,-0.037,0.0008,0.0008,23.64
1409765603.84,166.0,993.0,1204.0,1073.0,0.0392,-2.4713,-9.3359,-0.0356,-0.0015,0.0015,23.64
1409765603.86,123.0,985.0,1189.0,1077.0,-0.0392,-2.432,-9.4144,-0.0385,-0.0011,-0.0003,23.64
1409765603.87,138.0,987.0,1191.0,1082.0,0.0785,-2.5105,-9.3359,-0.0406,0.0038,-0.0005,23.64
1409765603.89,144.0,978.0,1193.0,1074.0,0.1177,-2.4713,-9.3752,-0.0367,0.0005,-0.005,23.63
1409765603.9,155.0,986.0,1188.0,1071.0,0.0785,-2.432,-9.2967,-0.0418,0.0012,-0.0076,23.64
1409765603.91,120.0,981.0,1209.0,1074.0,0.0785,-2.432,-9.2967,-0.0385,0.0009,-0.0041,23.64
1409765603.93,154.0,994.0,1191.0,1083.0,0.0392,-2.4713,-9.3752,-0.0405,0.0012,-0.0018,23.66
1409765603.94,144.0,983.0,1185.0,1073.0,0.0,-2.432,-9.3752,-0.037,-0.0015,-0.0035,23.65
1409765603.96,137.0,980.0,1199.0,1078.0,0.0785,-2.432,-9.3359,-0.0376,-0.0023,-0.0035,23.64
1409765603.97,148.0,981.0,1195.0,1084.0,0.0785,-2.3928,-9.3359,-0.0377,-0.0005,-0.0035,23.66
1409765603.98,148.0,987.0,1203.0,1079.0,0.0785,-2.4713,-9.3752,-0.0318,0.0002,-0.0041,23.63
1409765604.0,122.0,983.0,1207.0,1080.0,0.0,-2.5105,-9.3752,-0.0344,0.0018,-0.0015,23.64
1409765604.01,124.0,985.0,1197.0,1085.0,0.0785,-2.4713,-9.3752,-0.0354,0.0002,-0.0046,23.65
1409765604.03,154.0,985.0,1209.0,1079.0,0.0785,-2.5105,-9.3359,-0.0383,0.0003,-0.0015,23.64
1409765604.04,144.0,987.0,1207.0,1077.0,0.0,-2.432,-9.3359,-0.0362,-0.0009,-0.0031,23.64
1409765604.06,134.0,988.0,1200.0,1082.0,0.0785,-2.432,-9.3359,-0.0373,0.0008,-0.0029,23.64
1409765604.07,139.0,993.0,1194.0,1081.0,0.1177,-2.432,-9.2575,-0.038,0.0006,-0.0031,23.64
1409765604.08,188.0,994.0,1193.0,1084.0,0.0392,-2.3928,-9.2967,-0.0339,0.0012,-0.0037,23.66
1409765604.1,132.0,980.0,1192.0,1082.0,0.0785,-2.432,-9.2183,-0.0348,-0.0015,-0.0055,23.64
1409765604.11,137.0,989.0,1196.0,1084.0,0.0392,-2.432,-9.4144,-0.0351,-0.0011,-0.0055,23.64
1409765604.13,147.0,988.0,1201.0,1086.0,0.0,-2.432,-9.3359,-0.0382,0.0014,-0.0024,23.65
1409765604.14,119.0,992.0,1186.0,1070.0,0.0,-2.3928,-9.4536,-0.0389,-0.0012,-0.0084,23.64
