time,Piezo,Touch,Touch,Touch,Accel,Accel,Accel,Gyro,Gyro,Gyro,Temp
1409765632.91,129.0,993.0,1204.0,1080.0,0.0392,-2.3928,-9.3752,-0.0354,0.0008,-0.0047,23.64
1409765632.92,106.0,988.0,1202.0,1079.0,0.0785,-2.5105,-9.3359,-0.0365,0.0008,-0.0044,23.63
1409765632.94,171.0,988.0,1200.0,1079.0,0.0392,-2.3928,-9.4144,-0.0379,0.0,-0.0032,23.65
1409765632.95,134.0,986.0,1197.0,1080.0,0.0392,-2.432,-9.3752,-0.0345,0.0008,0.0,23.65
1409765632.97,136.0,985.0,1195.0,1073.0,-0.0392,-2.432,-9.2967,-0.0339,-0.0006,-0.007,23.64
1409765632.98,154.0,984.0,1198.0,1081.0,0.0392,-2.4713,-9.2967,-0.029,-0.0012,-0.0008,23.64
1409765632.99,137.0,986.0,1196.0,1084.0,0.0392,-2.5497,-9.3359,-0.0301,-0.0003,0.0005,23.64
1409765633.01,125.0,993.0,1198.0,1084.0,0.0392,-2.432,-9.3752,-0.037,0.0011,-0.0031,23.63
1409765633.02,141.0,983.0,1198.0,1084.0,0.0392,-2.432,-9.3359,-0.0357,-0.0006,-0.0057,23.64
1409765633.04,161.0,984.0,1204.0,1107.0,0.0,-2.432,-9.2575,-0.0344,-0.0003,-0.0034,23.64
1409765633.05,119.0,985.0,1202.0,1085.0,0.0,-2.432,-9.4144,-0.038,0.0014,0.0008,23.65
1409765633.06,119.0,995.0,1206.0,1087.0,0.0785,-2.4713,-9.3359,-0.0371,-0.0011,-0.0043,23.65
1409765633.08,145.0,981.0,1202.0,1080.0,0.0785,-2.4713,-9.2575,-0.0344,0.0006,-0.0031,23.64
1409765633.09,158.0,992.0,1205.0,1088.0,0.0,-2.4713,-9.3359,-0.0363,0.0017,-0.0034,23.64
1409765633.11,130.0,982.0,1194.0,1081.0,0.0785,-2.5105,-9.3359,-0.0367,0.0003,-0.0011,23.64
1409765633.12,119.0,987.0,1190.0,1090.0,0.0392,-2.4713,-9.3359,-0.0338,0.0006,-0.0002,23.65
1409765633.13,153.0,990.0,1198.0,1087.0,0.0392,-2.432,-9.2967,-0.0373,-0.0003,-0.0053,23.64
1409765633.15,144.0,988.0,1198.0,1067.0,0.0392,-2.3928,-9.3752,-0.0359,0.0021,-0.0027,23.65
1409765633.16,131.0,989.0,1194.0,1080.0,0.0392,-2.432,-9.3359,-0.0357,0.0005,-0.005,23.66
1409765633.18,152.0,985.0,1195.0,1089.0,0.0785,-2.4713,-9.3359,-0.0357,0.0011,-0.0053,23.64
1409765633.19,146.0,992.0,1192.0,1076.0,0.0392,-2.4713,-9.3752,-0.037,-0.0005,-0.0005,23.64
1409765633.2,117.0,991.0,1197.0,1090.0,0.0392,-2.432,-9.3359,-0.0347,0.0,-0.0034,23.65
1409765633.22,143.0,986.0,1209.0,1083.0,-0.0392,-2.432,-9.3359,-0.0341,-0.0005,-0.0087,23.64
1409765633.23,138.0,987.0,1203.0,1079.0,0.0392,-2.432,-9.3359,-0.0374,0.0027,-0.002,23.66
1409765633.25,132.0,977.0,1208.0,1077.0,0.0392,-2.432,-9.3752,-0.0347,0.0012,-0.0015,23.64
1409765633.26,143.0,988.0,1188.0,1080.0,0.0392,-2.432,-9.3359,-0.0347,-0.0015,-0.0075,23.64
1409765633.27,184.0,984.0,1197.0,1087.0,0.0785,-2.432,-9.4144,-0.036,-0.0014,-0.0052,23.64
1409765633.29,142.0,981.0,1204.0,1081.0,0.0392,-2.432,-9.2183,-0.037,0.0003,-0.0058,23.65
1409765633.3,142.0,991.0,1194.0,1074.0,0.0,-2.432,-9.2967,-0.037,0.0003,-0.0058,23.64
1409765633.32,170.0,993.0,1190.0,1085.0,0.0392,-2.432,-9.3359,-0.0367,-0.0012,-0.0055,23.64
1409765633.33,163.0,988.0,1202.0,1078.0,0.0392,-2.4713,-9.4536,-0.0359,-0.0029,-0.0058,23.64
1409765633.34,102.0,989.0,1202.0,1083.0,0.0,-2.3928,-9.3752,-0.036,0.0011,-0.0023,23.66
1409765633.36,129.0,981.0,1194.0,1081.0,0.0392,-2.432,-9.3359,-0.0374,0.0034,0.0011,23.64
1409765633.37,139.0,995.0,1203.0,1076.0,0.0392,-2.4713,-9.3359,-0.0348,-0.0011,-0.0047,23.64
1409765633.39,119.0,995.0,1194.0,1079.0,0.0392,-2.432,-9.3359,-0.0383,0.0003,-0.002,23.65
1409765633.4,143.0,993.0,1206.0,1082.0,0.0392,-2.4713,-9.4144,-0.0333,0.0008,-0.004,23.65
1409765633.42,162.0,992.0,1194.0,1085.0,0.0785,-2.432,-9.2575,-0.0324,0.0003,-0.0047,23.64
1409765633.43,121.0,986.0,1206.0,1078.0,0.0,-2.3928,-9.3752,-0.0353,0.0014,0.0002,23.64
1409765633.44,129.0,979.0,1191.0,1071.0,0.0392,-2.432,-9.3359,-0.0367,-0.0014,-0.0031,23.64
1409765633.46,145.0,980.0,1193.0,1083.0,0.0785,-2.3928,-9.2575,-0.038,0.0,-0.0009,23.64
1409765633.47,152.0,977.0,1188.0,1066.0,0.0392,-2.4713,-9.4536,-0.0356,-0.0008,-0.0032,23.63
1409765633.49,105.0,988.0,1192.0,1081.0,-0.0392,-2.3536,-9.3359,-0.0338,0.0021,0.0,23.64
1409765633.5,123.0,976.0,1193.0,1085.0,0.0392,-2.432,-9.2575,-0.0389,0.0002,-0.0024,23.64
1409765633.51,150.0,989.0,1206.0,1083.0,0.0,-2.432,-9.3752,-0.0382,-0.0003,-0.0053,23.64
1409765633.53,135.0,986.0,1195.0,1080.0,0.0392,-2.432,-9.2967,-0.0334,0.0014,0.0012,23.64
1409765633.54,127.0,983.0,1189.0,1075.0,0.0,-2.4713,-9.2967,-0.0338,0.0009,-0.0023,23.64
1409765633.56,159.0,985.0,1180.0,1081.0,0.0785,-2.5105,-9.3752,-0.0376,0.0024,-0.0031,23.63
1409765633.57,130.0,987.0,1211.0,1082.0,0.0392,-2.432,-9.2575,-0.0382,-0.0002,-0.0008,23.65
1409765633.58,138.0,991.0,1202.0,1084.0,0.1177,-2.4713,-9.3359,-0.0351,0.0008,-0.0027,23.64
1409765633.6,150.0,984.0,1196.0,1078.0,0.0,-2.432,-9.2575,-0.0339,0.0018,-0.0072,23.65
1409765633.61,144.0,990.0,1194.0,1085.0,0.0392,-2.5105,-9.3752,-0.0363,-0.0021,-0.0075,23.64
1409765633.63,133.0,977.0,1188.0,1074.0,0.0392,-2.432,-9.3359,-0.0377,0.0015,-0.0034,23.64
1409765633.64,142.0,987.0,1193.0,1075.0,0.0392,-2.432,-9.3359,-0.0356,0.0026,0.0017,23.64
1409765633.65,137.0,987.0,1194.0,1085.0,0.0,-2.3928,-9.2967,-0.0374,0.0021,0.0023,23.63
1409765633.67,118.0,980.0,1208.0,1080.0,0.0392,-2.3928,-9.3359,-0.0347,0.0011,-0.0017,23.64
1409765633.68,119.0,981.0,1187.0,1086.0,0.0,-2.4713,-9.3359,-0.0354,0.0003,-0.0034,23.63
1409765633.7,152.0,985.0,1196.0,1086.0,0.0392,-2.4713,-9.2575,-0.0357,0.0008,-0.0032,23.63
1409765633.71,139.0,988.0,1206.0,1082.0,0.0785,-2.4713,-9.2183,-0.0374,-0.0006,-0.0037,23.64
1409765633.73,112.0,990.0,1202.0,1079.0,0.0,-2.4713,-9.4144,-0.0356,0.0008,-0.0011,23.64
1409765633.74,134.0,988.0,1200.0,1076.0,0.0785,-2.4713,-9.2183,-0.0338,0.0009,0.0012,23.64
1409765633.75,140.0,993.0,1209.0,1085.0,0.0,-2.4713,-9.3359,-0.035,0.0005,0.0015,23.64
1409765633.77,135.0,986.0,1191.0,1081.0,0.0392,-2.432,-9.2967,-0.0359,0.0006,-0.0026,23.64
1409765633.78,133.0,990.0,1193.0,1068.0,-0.0392,-2.432,-9.2967,-0.0348,-0.0023,-0.0047,23.65
1409765633.8,152.0,986.0,1194.0,1077.0,0.0,-2.4713,-9.2575,-0.0383,-0.0029,-0.0055,23.65
1409765633.81,129.0,990.0,1193.0,1078.0,0.0,-2.4713,-9.2575,-0.0347,-0.0011,-0.0053,23.64
1409765633.82,134.0,981.0,1196.0,1072.0,0.0392,-2.432,-9.3752,-0.0389,-0.0015,-0.0081,23.63
1409765633.84,162.0,987.0,1201.0,1076.0,0.0785,-2.5497,-9.2967,-0.0394,-0.0008,-0.0092,23.64
1409765633.85,130.0,984.0,1198.0,1074.0,0.0392,-2.432,-9.2967,-0.0385,-0.0021,-0.0055,23.64
1409765633.87,121.0,986.0,1203.0,1078.0,0.0,-2.432,-9.3359,-0.0345,-0.0023,-0.0079,23.64
1409765633.88,147.0,987.0,1200.0,1080.0,0.0392,-2.432,-9.2575,-0.0344,0.0015,-0.0034,23.64
1409765633.89,154.0,977.0,1207.0,1087.0,0.0392,-2.4713,-9.2967,-0.0296,-0.0009,-0.0046,23.64
1409765633.91,135.0,992.0,1204.0,1084.0,0.0392,-2.3928,-9.3752,-0.0353,-0.0026,-0.0055,23.65
1409765633.92,136.0,986.0,1186.0,1074.0,0.0392,-2.4713,-9.3752,-0.0409,0.0026,-0.0047,23.64
1409765633.94,180.0,990.0,1208.0,1082.0,0.0392,-2.3928,-9.2967,-0.0342,0.0011,-0.0015,23.65
1409765633.95,147.0,984.0,1198.0,1073.0,0.0785,-2.4713,-9.3359,-0.0356,0.0009,-0.0053,23.64
1409765633.97,130.0,989.0,1209.0,1083.0,0.0392,-2.4713,-9.2967,-0.0342,0.004,-0.0014,23.65
1409765633.98,139.0,986.0,1206.0,1085.0,0.0392,-2.5105,-9.2183,-0.0342,0.0021,-0.0031,23.64
1409765633.99,131.0,987.0,1204.0,1080.0,0.0,-2.432,-9.3752,-0.0331,0.0005,-0.0006,23.64
1409765634.01,111.0,981.0,1194.0,1077.0,0.0,-2.432,-9.2575,-0.0368,-0.0012,-0.0079,23.63
1409765634.02,134.0,991.0,1212.0,1086.0,0.0785,-2.432,-9.3359,-0.0376,-0.0023,-0.0076,23.63
1409765634.04,155.0,977.0,1204.0,1079.0,0.0392,-2.4713,-9.3359,-0.0356,-0.0021,-0.0053,23.64
1409765634.05,115.0,993.0,1190.0,1079.0,0.0,-2.432,-9.3752,-0.0371,0.0023,-0.0018,23.64
1409765634.06,131.0,987.0,1200.0,1084.0,0.0392,-2.4713,-9.3359,-0.0389,0.0008,-0.0015,23.64
1409765634.08,168.0,993.0,1198.0,1073.0,-0.0392,-2.432,-9.3752,-0.0331,-0.0006,-0.0029,23.64
1409765634.09,141.0,987.0,1209.0,1078.0,0.0,-2.3928,-9.3359,-0.0363,0.0003,-0.0069,23.64
1409765634.11,147.0,994.0,1203.0,1083.0,0.0392,-2.432,-9.2967,-0.0357,-0.0002,-0.007,23.65
1409765634.12,144.0,982.0,1205.0,1086.0,0.0,-2.4713,-9.2967,-0.0345,-0.0012,-0.0073,23.64
1409765634.13,154.0,982.0,1205.0,1089.0,0.0392,-2.432,-9.4144,-0.0382,-0.0018,-0.0057,23.64
1409765634.15,124.0,990.0,1201.0,1082.0,0.0392,-2.432,-9.2967,-0.0397,0.0,-0.004,23.64
1409765634.16,143.0,1160.0,1195.0,1081.0,0.0392,-2.4713,-9.4536,-0.0379,-0.0023,-0.0058,23.64
1409765634.18,141.0,986.0,1188.0,1085.0,0.0392,-2.4713,-9.3359,-0.0368,-0.0012,-0.0046,23.64
1409765634.19,153.0,989.0,1205.0,1087.0,0.0392,-2.4713,-9.2967,-0.033,-0.0009,-0.0046,23.65
1409765634.2,131.0,985.0,1207.0,1077.0,0.0392,-2.432,-9.3359,-0.0374,0.0,-0.0053,23.64
1409765634.22,153.0,976.0,1196.0,1074.0,0.0392,-2.4713,-9.2575,-0.0377,0.0,-0.0029,23.64
1409765634.23,159.0,988.0,1179.0,1077.0,0.0785,-2.4713,-9.3359,-0.0367,-0.0032,-0.004,23.66
1409765634.25,143.0,991.0,1205.0,1084.0,0.0785,-2.5105,-9.3359,-0.0403,-0.0021,-0.0047,23.65
1409765634.26,134.0,980.0,1202.0,1065.0,0.0392,-2.4713,-9.3359,-0.0331,0.0017,-0.0027,23.65
1409765634.28,150.0,987.0,1200.0,1083.0,0.0,-2.4713,-9.2967,-0.0327,-0.0005,-0.0043,23.64
1409765634.29,125.0,981.0,1199.0,1080.0,0.0392,-2.4713,-9.2967,-0.0347,0.0005,-0.0057,23.63
1409765634.3,146.0,991.0,1190.0,1082.0,0.0392,-2.432,-9.2967,-0.0333,0.0,-0.0018,23.64
1409765634.32,142.0,988.0,1205.0,1080.0,0.0785,-2.4713,-9.2967,-0.0345,0.0002,-0.0041,23.64
1409765634.33,125.0,991.0,1210.0,1088.0,0.0785,-2.432,-9.2575,-0.0367,0.0002,-0.002,23.64
1409765634.35,105.0,988.0,1204.0,1082.0,0.0,-2.3928,-9.3359,-0.0388,0.0005,-0.0011,23.63
1409765634.36,133.0,980.0,1196.0,1078.0,0.0785,-2.5105,-9.3752,-0.0351,0.0011,-0.0009,23.64
1409765634.37,143.0,985.0,1199.0,1072.0,0.0392,-2.432,-9.3359,-0.0338,0.0006,-0.0049,23.64
1409765634.39,123.0,990.0,1192.0,1081.0,0.1177,-2.4713,-9.2967,-0.0351,0.0005,-0.0012,23.64
1409765634.4,131.0,987.0,1207.0,1080.0,0.0392,-2.4713,-9.3359,-0.0373,-0.0009,-0.0043,23.64
1409765634.42,168.0,991.0,1206.0,1083.0,0.0,-2.5105,-9.2575,-0.0367,-0.0008,-0.0067,23.64
1409765634.43,126.0,988.0,1202.0,1079.0,0.0,-2.3928,-9.2967,-0.037,0.0023,-0.0015,23.63
1409765634.44,129.0,990.0,1206.0,1084.0,0.0785,-2.4713,-9.3359,-0.033,0.0005,-0.0026,23.65
1409765634.46,138.0,987.0,1194.0,1075.0,0.0392,-2.432,-9.3359,-0.0385,0.0027,-0.0011,23.63
1409765634.47,145.0,988.0,1198.0,1078.0,0.0392,-2.432,-9.2967,-0.0379,0.002,-0.0031,23.64
1409765634.49,129.0,987.0,1188.0,1082.0,0.0785,-2.4713,-9.3359,-0.0339,-0.0008,-0.0031,23.66
1409765634.5,139.0,981.0,1199.0,1076.0,0.0392,-2.4713,-9.2575,-0.0368,-0.0009,-0.0018,23.64
1409765634.51,127.0,988.0,1191.0,1077.0,0.0785,-2.5105,-9.2967,-0.0348,0.0012,-0.0002,23.64
1409765634.53,126.0,986.0,1207.0,1077.0,0.0785,-2.3928,-9.4144,-0.0354,-0.0002,-0.0041,23.64
1409765634.54,128.0,993.0,1201.0,1083.0,0.0785,-2.432,-9.2575,-0.0341,0.0002,-0.0037,23.66
1409765634.56,145.0,991.0,1197.0,1088.0,0.0,-2.4713,-9.3752,-0.037,0.0006,-0.0023,23.65
1409765634.57,135.0,988.0,1192.0,1078.0,0.0785,-2.432,-9.3359,-0.0363,-0.0003,-0.0043,23.64
1409765634.58,132.0,1133.0,1201.0,1089.0,0.0392,-2.4713,-9.3359,-0.0333,-0.0012,-0.0079,23.64
1409765634.6,149.0,980.0,1190.0,1079.0,0.0392,-2.4713,-9.2967,-0.0354,0.0012,-0.0014,23.64
1409765634.61,137.0,988.0,1202.0,1089.0,0.0,-2.432,-9.2575,-0.0341,0.0027,-0.0014,23.64
1409765634.63,113.0,983.0,1190.0,1078.0,0.0392,-2.3928,-9.3752,-0.0354,0.0023,-0.0044,23.64
1409765634.64,136.0,989.0,1202.0,1073.0,0.0785,-2.4713,-9.2967,-0.0368,-0.0005,-0.0034,23.64
1409765634.66,178.0,984.0,1198.0,1087.0,0.0392,-2.5105,-9.2967,-0.0386,0.0034,-0.0029,23.66
1409765634.67,129.0,989.0,1205.0,1081.0,0.0785,-2.3928,-9.3359,-0.0399,-0.0017,-0.0049,23.66
1409765634.68,141.0,986.0,1199.0,1086.0,0.0,-2.4713,-9.3359,-0.0338,-0.0015,-0.0058,23.64
1409765634.7,169.0,987.0,1196.0,1070.0,0.0392,-2.432,-9.4144,-0.037,-0.0003,-0.0046,23.64
1409765634.71,135.0,985.0,1208.0,1078.0,0.0392,-2.4713,-9.2183,-0.0386,0.0008,-0.0034,23.65
1409765634.73,110.0,980.0,1194.0,1078.0,0.0,-2.3536,-9.3752,-0.0336,0.0002,-0.0057,23.64
1409765634.74,130.0,992.0,1189.0,1083.0,0.0392,-2.4713,-9.4144,-0.0348,0.0023,-0.0032,23.65
1409765634.75,149.0,988.0,1199.0,1078.0,0.0,-2.432,-9.3359,-0.0399,0.0015,-0.0011,23.64
1409765634.77,110.0,996.0,1194.0,1068.0,0.0,-2.432,-9.3359,-0.0392,0.0009,-0.0003,23.66
1409765634.78,123.0,985.0,1190.0,1069.0,0.0,-2.4713,-9.3359,-0.0347,-0.0008,-0.0023,23.63
1409765634.8,171.0,983.0,1201.0,1077.0,0.0,-2.3928,-9.3752,-0.0333,0.0009,-0.0003,23.64
1409765634.81,110.0,986.0,1199.0,1080.0,0.0,-2.3928,-9.2575,-0.0331,0.0005,-0.005,23.64
1409765634.82,122.0,988.0,1206.0,1078.0,0.0392,-2.432,-9.3752,-0.0365,0.0,-0.0063,23.64
1409765634.84,184.0,981.0,1208.0,1083.0,0.0,-2.4713,-9.3359,-0.0328,-0.0021,-0.0017,23.64
1409765634.85,117.0,977.0,1204.0,1070.0,0.0392,-2.4713,-9.2967,-0.0338,-0.0012,-0.0096,23.66
1409765634.87,120.0,980.0,1190.0,1071.0,0.0785,-2.5105,-9.3359,-0.0327,0.0008,-0.004,23.65
1409765634.88,147.0,988.0,1204.0,1086.0,0.0392,-2.4713,-9.3359,-0.0334,0.0003,-0.0076,23.63
1409765634.89,147.0,978.0,1203.0,1083.0,0.0,-2.432,-9.3752,-0.0392,0.0002,-0.0087,23.65
1409765634.91,126.0,988.0,1204.0,1083.0,0.0392,-2.432,-9.3752,-0.0341,0.0006,0.0006,23.64
1409765634.92,137.0,985.0,1192.0,1081.0,0.0392,-2.4713,-9.3359,-0.0363,0.0012,0.0,23.64
1409765634.94,144.0,987.0,1192.0,1079.0,0.0785,-2.4713,-9.4144,-0.038,0.0008,-0.002,23.65
1409765634.95,130.0,980.0,1197.0,1067.0,0.0,-2.4713,-9.3359,-0.0304,0.0,-0.005,23.64
1409765634.97,153.0,993.0,1205.0,1078.0,0.0785,-2.432,-9.3752,-0.0339,0.0012,-0.0018,23.64
1409765634.98,145.0,991.0,1195.0,1084.0,0.0392,-2.4713,-9.3359,-0.038,0.0027,-0.0011,23.64
1409765634.99,155.0,991.0,1202.0,1064.0,-0.1177,-2.432,-9.4144,-0.0351,0.0021,-0.0012,23.65
1409765635.01,112.0,988.0,1190.0,1082.0,0.0,-2.3928,-9.2967,-0.0351,0.0003,-0.0002,23.64
1409765635.02,128.0,994.0,1205.0,1064.0,0.0392,-2.432,-9.3359,-0.0344,0.0003,0.0003,23.64
1409765635.04,138.0,995.0,1191.0,1073.0,0.0,-2.432,-9.3359,-0.0386,0.0012,-0.0024,23.64
1409765635.05,114.0,980.0,1181.0,1079.0,0.0392,-2.5105,-9.3359,-0.0341,0.0,-0.0037,23.64
1409765635.06,133.0,989.0,1185.0,1085.0,0.0392,-2.432,-9.3359,-0.0325,0.0015,-0.0015,23.64
1409765635.08,144.0,988.0,1198.0,1074.0,0.0785,-2.432,-9.3359,-0.0342,0.0009,-0.0026,23.64
1409765635.09,158.0,981.0,1198.0,1082.0,0.0,-2.432,-9.2575,-0.0394,0.0015,-0.0021,23.64
1409765635.11,127.0,991.0,1205.0,1080.0,-0.0392,-2.4713,-9.2575,-0.0333,-0.0014,-0.0092,23.64
1409765635.12,159.0,992.0,1211.0,1079.0,0.1177,-2.432,-9.3359,-0.0388,-0.0027,-0.0069,23.64
1409765635.13,156.0,989.0,1210.0,1085.0,0.0,-2.4713,-9.2967,-0.0385,0.0009,-0.0086,23.64
1409765635.15,149.0,986.0,1198.0,1070.0,0.0785,-2.4713,-9.2967,-0.0307,0.0017,-0.0058,23.65
1409765635.16,136.0,986.0,1189.0,1072.0,0.0785,-2.3928,-9.2967,-0.0362,-0.0014,-0.0047,23.65
1409765635.18,193.0,991.0,1202.0,1075.0,0.0392,-2.5105,-9.3752,-0.0334,0.0008,-0.0037,23.65
1409765635.19,138.0,989.0,1211.0,1081.0,0.0,-2.432,-9.2575,-0.0315,0.0003,0.0014,23.63
1409765635.2,111.0,989.0,1201.0,1084.0,0.0,-2.3928,-9.4144,-0.0351,0.0006,-0.0014,23.64
1409765635.22,128.0,985.0,1198.0,1074.0,0.0,-2.4713,-9.4536,-0.035,-0.0005,-0.0049,23.64
1409765635.23,151.0,990.0,1191.0,1072.0,-0.0392,-2.4713,-9.3752,-0.0376,0.0021,-0.0011,23.64
1409765635.25,133.0,980.0,1194.0,1078.0,0.0785,-2.432,-9.3752,-0.0327,0.0008,-0.0029,23.65
1409765635.26,130.0,983.0,1198.0,1078.0,0.0785,-2.432,-9.3359,-0.035,0.0032,-0.0006,23.64
1409765635.28,176.0,990.0,1180.0,1078.0,0.0785,-2.4713,-9.3359,-0.0354,-0.0003,-0.0087,23.66
1409765635.29,128.0,992.0,1201.0,1081.0,0.0,-2.3928,-9.4144,-0.0348,0.0006,-0.0037,23.65
1409765635.3,143.0,982.0,1206.0,1067.0,0.0392,-2.432,-9.2183,-0.0383,0.0027,-0.0038,23.64
1409765635.32,159.0,983.0,1189.0,1075.0,0.0,-2.4713,-9.3359,-0.037,-0.0008,-0.0057,23.66
1409765635.33,140.0,983.0,1193.0,1078.0,0.0785,-2.432,-9.3359,-0.0313,-0.0003,-0.0038,23.64
1409765635.35,138.0,982.0,1195.0,1079.0,0.0392,-2.5105,-9.3359,-0.0351,0.0006,-0.0017,23.62
1409765635.36,153.0,984.0,1197.0,1072.0,0.0785,-2.4713,-9.2183,-0.036,0.0003,0.0006,23.64
1409765635.37,131.0,989.0,1206.0,1083.0,0.0392,-2.3928,-9.3752,-0.038,-0.0006,0.0009,23.64
1409765635.39,117.0,982.0,1193.0,1079.0,0.0392,-2.5105,-9.3359,-0.0368,0.0014,-0.0037,23.64
1409765635.4,144.0,989.0,1189.0,1087.0,0.0392,-2.432,-9.3752,-0.037,0.0032,0.0008,23.64
1409765635.42,147.0,987.0,1199.0,1078.0,0.0392,-2.432,-9.4144,-0.0379,-0.0386,-0.0037,23.65
1409765635.43,131.0,988.0,1198.0,1076.0,0.0785,-2.432,-9.3752,-0.0305,-0.0005,-0.0061,23.64
1409765635.44,133.0,984.0,1198.0,1078.0,0.0,-2.432,-9.2967,-0.0353,0.0024,-0.0027,23.65
1409765635.46,144.0,987.0,1191.0,1087.0,0.0392,-2.4713,-9.2575,-0.0308,0.0011,-0.0049,23.64
1409765635.47,133.0,982.0,1197.0,1069.0,0.0785,-2.3928,-9.3359,-0.0368,0.0018,-0.0075,23.66
1409765635.49,133.0,990.0,1210.0,1079.0,0.0785,-2.432,-9.2967,-0.0392,0.0008,-0.0031,23.66
1409765635.5,139.0,983.0,1181.0,1074.0,0.0785,-2.432,-9.3752,-0.0351,0.0,-0.0061,23.64
1409765635.52,135.0,987.0,1209.0,1087.0,0.0,-2.3536,-9.4144,-0.0356,-0.0002,-0.0081,23.64
1409765635.53,123.0,993.0,1203.0,1083.0,0.0392,-2.3928,-9.2575,-0.038,0.0017,-0.004,23.66
1409765635.54,130.0,992.0,1180.0,1071.0,0.0785,-2.4713,-9.2967,-0.0357,0.0008,-0.0021,23.64
1409765635.56,170.0,994.0,1202.0,1077.0,0.0392,-2.432,-9.2967,-0.0362,0.0012,-0.0038,23.66
1409765635.57,136.0,991.0,1203.0,1084.0,0.0785,-2.432,-9.2967,-0.0315,0.0003,-0.0038,23.65
1409765635.59,124.0,988.0,1198.0,1080.0,0.1177,-2.4713,-9.3359,-0.035,0.0002,-0.0069,23.66
1409765635.6,149.0,994.0,1198.0,1080.0,0.0392,-2.432,-9.3359,-0.0373,0.0006,-0.0087,23.66
1409765635.61,136.0,990.0,1199.0,1081.0,-0.0392,-2.4713,-9.2967,-0.0405,0.0009,-0.0038,23.63
1409765635.63,129.0,990.0,1190.0,1072.0,0.0785,-2.4713,-9.4144,-0.0376,0.0017,-0.0063,23.64
1409765635.64,141.0,1066.0,1199.0,1075.0,0.0392,-2.4713,-9.3359,-0.0391,0.0003,-0.0049,23.66
1409765635.66,170.0,988.0,1189.0,1080.0,0.0392,-2.432,-9.2967,-0.0341,-0.0006,-0.0047,23.63
1409765635.67,125.0,988.0,1190.0,1081.0,0.0,-2.3928,-9.3359,-0.0351,0.0024,0.0031,23.65
1409765635.68,127.0,980.0,1207.0,1082.0,-0.0392,-2.432,-9.3359,-0.0347,-0.0005,-0.0031,23.65
1409765635.7,149.0,984.0,1195.0,1076.0,0.0,-2.3928,-9.3359,-0.0377,-0.0011,-0.0063,23.64
1409765635.71,136.0,995.0,1205.0,1064.0,0.0392,-2.4713,-9.3752,-0.033,0.0008,0.0006,23.64
1409765635.73,122.0,983.0,1189.0,1082.0,0.0785,-2.432,-9.3752,-0.0322,0.0002,-0.0027,23.64
1409765635.74,140.0,988.0,1193.0,1082.0,0.0785,-2.432,-9.3359,-0.0367,0.0009,0.0026,23.64
1409765635.75,149.0,979.0,1203.0,1090.0,0.0392,-2.4713,-9.2967,-0.0371,0.0029,0.0006,23.64
1409765635.77,137.0,989.0,1201.0,1087.0,0.0,-2.432,-9.3359,-0.0356,-0.0021,-0.002,23.64
1409765635.78,133.0,995.0,1198.0,1074.0,0.0392,-2.4713,-9.4144,-0.0327,0.0012,-0.0023,23.64
1409765635.8,158.0,995.0,1191.0,1073.0,0.0,-2.3928,-9.3359,-0.0341,-0.0008,-0.0053,23.65
1409765635.81,134.0,981.0,1186.0,1083.0,0.0,-2.432,-9.2575,-0.0347,-0.0005,-0.0032,23.64
1409765635.83,117.0,988.0,1184.0,1082.0,0.0392,-2.4713,-9.3359,-0.0359,0.0011,-0.0011,23.64
1409765635.84,120.0,990.0,1195.0,1087.0,0.0,-2.4713,-9.3359,-0.0356,0.0017,0.0023,23.64
1409765635.85,150.0,987.0,1196.0,1083.0,0.0785,-2.4713,-9.3752,-0.0396,0.0005,-0.0008,23.64
1409765635.87,118.0,988.0,1210.0,1080.0,0.0,-2.5105,-9.3752,-0.0351,0.0015,0.0,23.64
1409765635.88,135.0,982.0,1193.0,1072.0,-0.0392,-2.4713,-9.3359,-0.0362,0.0005,-0.0021,23.64
1409765635.9,150.0,979.0,1201.0,1076.0,0.0785,-2.4713,-9.2575,-0.0338,0.0021,0.0012,23.64
1409765635.91,129.0,987.0,1184.0,1079.0,0.0392,-2.4713,-9.3359,-0.0371,0.0021,-0.0027,23.65
1409765635.92,130.0,988.0,1200.0,1070.0,0.0392,-2.432,-9.2575,-0.0328,0.0005,-0.0034,23.64
1409765635.94,140.0,989.0,1188.0,1072.0,0.0,-2.4713,-9.4144,-0.0365,-0.0002,-0.0031,23.63
1409765635.95,140.0,981.0,1199.0,1087.0,0.0392,-2.3928,-9.2967,-0.0374,0.0,-0.0052,23.64
1409765635.97,114.0,993.0,1204.0,1085.0,0.0392,-2.432,-9.2575,-0.0341,0.0003,-0.0055,23.65
1409765635.98,162.0,994.0,1204.0,1079.0,0.0392,-2.3536,-9.2575,-0.0357,-0.0006,-0.0046,23.64
1409765635.99,165.0,978.0,1199.0,1069.0,0.1177,-2.4713,-9.2967,-0.0359,0.0015,-0.0034,23.64
1409765636.01,112.0,982.0,1195.0,1077.0,0.0785,-2.4713,-9.2967,-0.037,0.0023,-0.0037,23.64
1409765636.02,148.0,984.0,1207.0,1081.0,0.0785,-2.432,-9.2575,-0.0365,-0.0002,-0.0027,23.64
1409765636.04,152.0,990.0,1210.0,1080.0,0.0392,-2.4713,-9.2575,-0.0376,0.0002,-0.002,23.65
